idx,clean_pred,true_label,new_pred,outcome,best_upper_margin,elapsed_s,pixels_changed,total_bit_flips,avg_hamming_per_pixel,patch_rows,patch_cols,note
1928,3,3,,No counterexample,9.640625,63.625,0,0,0.000000,13-13,5-6,no_counterexample_within_budgets
1929,4,4,,No counterexample,-0.125000,0.934,0,0,0.000000,12-12,9-10,no_counterexample_within_budgets
1930,2,2,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.429,1,2,2.000000,11-12,12-12,witness_found_greedy_byte
1931,5,5,,No counterexample,8.000000,467.135,0,0,0.000000,5-6,8-8,no_counterexample_within_budgets
1932,2,2,,No counterexample,-5.750000,1.150,0,0,0.000000,18-18,11-12,no_counterexample_within_budgets
1933,7,7,,No counterexample,4.171875,50.633,0,0,0.000000,20-21,21-22,no_counterexample_within_budgets
1934,1,1,,No counterexample,0.000000,1.044,0,0,0.000000,9-10,18-18,no_counterexample_within_budgets
1935,7,7,,No counterexample,6.781250,7.925,0,0,0.000000,12-13,12-12,no_counterexample_within_budgets
1936,2,2,,No counterexample,6.156250,28.135,0,0,0.000000,11-12,14-14,no_counterexample_within_budgets
1937,6,6,,No counterexample,-1.000000,1.081,0,0,0.000000,11-11,14-15,no_counterexample_within_budgets
1938,6,4,,No counterexample,4.000000,486.411,0,0,0.000000,8-8,4-5,no_counterexample_within_budgets
1939,1,1,,No counterexample,-0.750000,1.040,0,0,0.000000,22-22,20-21,no_counterexample_within_budgets
1940,5,5,,No counterexample,0.000000,1.170,0,0,0.000000,15-16,5-6,no_counterexample_within_budgets
1941,9,7,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.582,1,4,4.000000,5-6,22-23,witness_found_greedy_byte
1942,8,8,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.475,1,4,4.000000,3-3,11-12,witness_found_greedy_byte
1943,6,6,,No counterexample,16.812500,144.806,0,0,0.000000,9-10,16-16,no_counterexample_within_budgets
1944,0,0,,No counterexample,-4.312500,1.169,0,0,0.000000,15-16,13-14,no_counterexample_within_budgets
1945,1,1,,No counterexample,-2.312500,1.122,0,0,0.000000,10-11,13-14,no_counterexample_within_budgets
1946,8,8,,No counterexample,-1.468750,1.152,0,0,0.000000,9-10,24-24,no_counterexample_within_budgets
1947,2,2,,No counterexample,-1.000000,1.052,0,0,0.000000,11-12,6-7,no_counterexample_within_budgets
1948,5,5,,No counterexample,6.125000,136.534,0,0,0.000000,12-12,21-22,no_counterexample_within_budgets
1949,7,7,,No counterexample,0.687500,14.127,0,0,0.000000,8-9,24-24,no_counterexample_within_budgets
1950,7,7,,No counterexample,-1.921875,1.071,0,0,0.000000,9-10,24-25,no_counterexample_within_budgets
1951,6,6,,No counterexample,2.562500,49.911,0,0,0.000000,13-13,6-7,no_counterexample_within_budgets
1952,5,9,,No counterexample,11.031250,493.717,0,0,0.000000,17-17,12-13,no_counterexample_within_budgets
1953,3,3,,No counterexample,6.500000,87.442,0,0,0.000000,17-17,10-11,no_counterexample_within_budgets
1954,5,5,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.566,1,4,4.000000,17-17,11-12,witness_found_greedy_byte
1955,2,8,8,Counterexample,1.000000,1.129,2,4,2.000000,9-10,7-8,witness_found_bab
1956,4,4,9,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.567,1,4,4.000000,11-11,21-22,witness_found_greedy_byte
1957,2,2,,No counterexample,23.250000,360.975,0,0,0.000000,11-11,8-9,no_counterexample_within_budgets
1958,4,4,,No counterexample,32.000000,327.505,0,0,0.000000,18-18,10-11,no_counterexample_within_budgets
1959,0,0,,No counterexample,1.140625,3.594,0,0,0.000000,15-15,13-14,no_counterexample_within_budgets
1960,8,8,,No counterexample,4.609375,169.191,0,0,0.000000,16-17,5-5,no_counterexample_within_budgets
1961,8,8,,No counterexample,3.921875,8.633,0,0,0.000000,10-11,12-12,no_counterexample_within_budgets
1962,3,3,,No counterexample,-4.390625,0.820,0,0,0.000000,18-18,8-9,no_counterexample_within_budgets
1963,4,4,,No counterexample,1.250000,117.446,0,0,0.000000,6-7,15-15,no_counterexample_within_budgets
1964,9,9,,No counterexample,4.000000,106.772,0,0,0.000000,19-20,10-11,no_counterexample_within_budgets
1965,2,2,,No counterexample,3.437500,26.433,0,0,0.000000,5-6,22-23,no_counterexample_within_budgets
1966,7,7,,No counterexample,4.062500,55.200,0,0,0.000000,9-10,24-25,no_counterexample_within_budgets
1967,5,5,,No counterexample,-0.812500,1.164,0,0,0.000000,2-2,12-13,no_counterexample_within_budgets
1968,8,8,,No counterexample,-1.484375,1.051,0,0,0.000000,14-14,22-23,no_counterexample_within_budgets
1969,2,6,8,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.556,1,4,4.000000,8-9,24-24,witness_found_greedy_byte
1970,3,5,,No counterexample,5.968750,269.943,0,0,0.000000,12-13,22-22,no_counterexample_within_budgets
1971,6,6,,No counterexample,-9.500000,1.154,0,0,0.000000,18-19,6-6,no_counterexample_within_budgets
1972,0,0,,No counterexample,24.500000,336.983,0,0,0.000000,14-14,13-14,no_counterexample_within_budgets
1973,5,8,8,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.593,1,4,4.000000,17-17,12-13,witness_found_greedy_byte
1974,6,6,,No counterexample,-2.875000,1.151,0,0,0.000000,17-17,10-11,no_counterexample_within_budgets
1975,7,7,,No counterexample,13.531250,265.664,0,0,0.000000,12-12,14-15,no_counterexample_within_budgets
1976,3,3,,No counterexample,-1.437500,1.048,0,0,0.000000,19-19,11-12,no_counterexample_within_budgets
1977,6,6,,No counterexample,4.640625,93.449,0,0,0.000000,17-17,10-11,no_counterexample_within_budgets
1978,4,4,,No counterexample,-3.125000,1.050,0,0,0.000000,13-13,11-12,no_counterexample_within_budgets
1979,9,9,4,Counterexample,1.750000,45.309,2,4,2.000000,12-13,12-12,witness_found_bab
1980,4,4,,No counterexample,1.187500,81.681,0,0,0.000000,9-10,13-14,no_counterexample_within_budgets
1981,6,6,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.603,1,4,4.000000,12-12,7-8,witness_found_greedy_byte
1982,5,6,6,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.875,2,3,1.500000,18-19,12-12,witness_found_greedy_bit
1983,3,3,,No counterexample,5.125000,352.443,0,0,0.000000,12-12,14-15,no_counterexample_within_budgets
1984,2,2,,No counterexample,-1.750000,0.620,0,0,0.000000,8-9,23-24,no_counterexample_within_budgets
1985,4,4,,No counterexample,-2.718750,0.683,0,0,0.000000,7-7,15-16,no_counterexample_within_budgets
1986,1,1,,No counterexample,-4.093750,1.118,0,0,0.000000,15-16,21-22,no_counterexample_within_budgets
1987,0,0,,No counterexample,3.828125,79.485,0,0,0.000000,13-14,11-12,no_counterexample_within_budgets
1988,1,1,,No counterexample,12.750000,302.789,0,0,0.000000,8-8,23-24,no_counterexample_within_budgets
1989,4,4,,No counterexample,13.468750,300.205,0,0,0.000000,3-4,13-14,no_counterexample_within_budgets
1990,6,6,,No counterexample,-1.140625,1.073,0,0,0.000000,9-9,23-24,no_counterexample_within_budgets
1991,2,2,,No counterexample,-4.765625,1.060,0,0,0.000000,18-19,12-12,no_counterexample_within_budgets
1992,8,9,9,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.591,1,2,2.000000,13-13,5-6,witness_found_greedy_byte
1993,1,1,,No counterexample,10.125000,491.182,0,0,0.000000,12-13,14-15,no_counterexample_within_budgets
1994,1,1,,No counterexample,-1.093750,1.018,0,0,0.000000,10-11,14-15,no_counterexample_within_budgets
1995,0,0,,No counterexample,6.281250,128.780,0,0,0.000000,15-15,13-14,no_counterexample_within_budgets
1996,6,6,,No counterexample,1.000000,16.112,0,0,0.000000,9-9,24-25,no_counterexample_within_budgets
1997,3,3,,No counterexample,-2.406250,1.064,0,0,0.000000,7-8,24-24,no_counterexample_within_budgets
1998,9,9,,No counterexample,17.250000,319.191,0,0,0.000000,22-23,5-6,no_counterexample_within_budgets
1999,5,5,,No counterexample,1.656250,26.998,0,0,0.000000,9-10,15-15,no_counterexample_within_budgets
2000,6,6,,No counterexample,5.062500,286.328,0,0,0.000000,18-19,12-12,no_counterexample_within_budgets
2001,8,5,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.437,1,4,4.000000,15-16,21-21,witness_found_greedy_byte
2002,6,6,,No counterexample,-1.125000,0.793,0,0,0.000000,21-22,8-8,no_counterexample_within_budgets
2003,5,5,,No counterexample,17.437500,399.763,0,0,0.000000,6-7,5-6,no_counterexample_within_budgets
2004,8,8,,No counterexample,3.812500,161.218,0,0,0.000000,14-15,13-13,no_counterexample_within_budgets
2005,4,4,,No counterexample,-1.750000,1.083,0,0,0.000000,7-7,14-15,no_counterexample_within_budgets
2006,6,6,,No counterexample,1.250000,11.841,0,0,0.000000,18-18,9-10,no_counterexample_within_budgets
2007,4,4,,No counterexample,1.000000,4.113,0,0,0.000000,7-8,13-13,no_counterexample_within_budgets
2008,3,3,,No counterexample,6.562500,171.898,0,0,0.000000,7-8,23-24,no_counterexample_within_budgets
2009,9,9,,No counterexample,7.750000,367.212,0,0,0.000000,7-7,24-25,no_counterexample_within_budgets
2010,1,1,,No counterexample,21.812500,319.623,0,0,0.000000,17-18,8-9,no_counterexample_within_budgets
2011,3,3,,No counterexample,9.609375,182.894,0,0,0.000000,18-18,11-12,no_counterexample_within_budgets
2012,4,4,,No counterexample,11.375000,341.096,0,0,0.000000,6-7,15-16,no_counterexample_within_budgets
2013,1,1,,No counterexample,19.890625,351.253,0,0,0.000000,17-18,10-10,no_counterexample_within_budgets
2014,9,9,,No counterexample,24.750000,97.987,0,0,0.000000,22-22,5-6,no_counterexample_within_budgets
2015,1,1,,No counterexample,-0.875000,1.107,0,0,0.000000,6-6,23-24,no_counterexample_within_budgets
2016,2,7,,No counterexample,7.375000,363.816,0,0,0.000000,13-13,5-6,no_counterexample_within_budgets
2017,1,1,,No counterexample,-3.875000,1.037,0,0,0.000000,26-26,17-18,no_counterexample_within_budgets
2018,1,1,7,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.454,1,4,4.000000,12-12,14-15,witness_found_greedy_byte
2019,9,9,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.803,2,3,1.500000,10-10,13-14,witness_found_greedy_bit
2020,3,3,,No counterexample,6.453125,51.718,0,0,0.000000,17-17,9-10,no_counterexample_within_budgets
2021,5,5,,No counterexample,-2.562500,1.164,0,0,0.000000,5-5,5-6,no_counterexample_within_budgets
2022,4,4,,No counterexample,0.718750,35.141,0,0,0.000000,9-9,14-15,no_counterexample_within_budgets
2023,0,0,,No counterexample,8.828125,273.901,0,0,0.000000,15-15,13-14,no_counterexample_within_budgets
2024,9,7,7,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.555,1,4,4.000000,10-10,14-15,witness_found_greedy_byte
2025,3,3,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.559,1,4,4.000000,17-18,9-10,witness_found_greedy_byte
2026,6,6,,No counterexample,10.031250,280.938,0,0,0.000000,11-11,11-12,no_counterexample_within_budgets
2027,1,1,,No counterexample,4.406250,150.377,0,0,0.000000,8-9,23-24,no_counterexample_within_budgets
2028,7,7,9,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.524,1,4,4.000000,12-13,12-13,witness_found_greedy_byte
2029,5,5,,No counterexample,0.062500,3.652,0,0,0.000000,16-17,13-14,no_counterexample_within_budgets
2030,5,5,,No counterexample,1.781250,29.611,0,0,0.000000,16-17,13-14,no_counterexample_within_budgets
2031,3,3,,No counterexample,-4.796875,1.209,0,0,0.000000,11-11,15-16,no_counterexample_within_budgets
2032,3,3,,No counterexample,19.062500,218.679,0,0,0.000000,17-17,9-10,no_counterexample_within_budgets
2033,0,0,,No counterexample,3.625000,240.068,0,0,0.000000,16-16,13-14,no_counterexample_within_budgets
2034,1,1,,No counterexample,-2.000000,1.021,0,0,0.000000,18-19,4-5,no_counterexample_within_budgets
2035,3,5,,No counterexample,8.859375,485.004,0,0,0.000000,12-13,22-22,no_counterexample_within_budgets
2036,7,7,,No counterexample,-2.500000,0.879,0,0,0.000000,2-2,20-21,no_counterexample_within_budgets
2037,5,5,,No counterexample,6.156250,436.494,0,0,0.000000,16-17,10-10,no_counterexample_within_budgets
2038,8,8,,No counterexample,3.078125,230.986,0,0,0.000000,16-17,5-5,no_counterexample_within_budgets
2039,6,6,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.584,1,4,4.000000,13-14,13-14,witness_found_greedy_byte
2040,4,5,6,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.530,1,4,4.000000,10-11,23-24,witness_found_greedy_byte
2041,1,1,,No counterexample,-2.375000,1.023,0,0,0.000000,11-12,14-14,no_counterexample_within_budgets
2042,0,0,,No counterexample,1.750000,4.182,0,0,0.000000,10-11,7-8,no_counterexample_within_budgets
2043,8,4,,No counterexample,7.406250,39.036,0,0,0.000000,14-14,7-8,no_counterexample_within_budgets
2044,7,2,,No counterexample,-0.343750,1.078,0,0,0.000000,12-13,12-13,no_counterexample_within_budgets
2045,3,3,,No counterexample,15.000000,66.397,0,0,0.000000,14-15,14-15,no_counterexample_within_budgets
2046,4,4,,No counterexample,4.500000,52.469,0,0,0.000000,7-7,11-12,no_counterexample_within_budgets
2047,6,6,,No counterexample,3.125000,90.479,0,0,0.000000,10-11,13-13,no_counterexample_within_budgets
2048,7,7,,No counterexample,5.500000,102.811,0,0,0.000000,21-21,21-22,no_counterexample_within_budgets
2049,9,9,,No counterexample,1.875000,184.356,0,0,0.000000,11-12,12-12,no_counterexample_within_budgets
2050,8,8,,No counterexample,19.640625,406.324,0,0,0.000000,14-14,4-5,no_counterexample_within_budgets
2051,1,1,,No counterexample,-1.375000,0.961,0,0,0.000000,12-12,21-22,no_counterexample_within_budgets
2052,8,8,,No counterexample,-0.250000,1.012,0,0,0.000000,16-16,5-6,no_counterexample_within_budgets
2053,9,4,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.556,1,4,4.000000,8-9,14-15,witness_found_greedy_byte
2054,9,9,,No counterexample,5.000000,480.893,0,0,0.000000,12-12,11-12,no_counterexample_within_budgets
2055,2,2,,No counterexample,39.375000,324.004,0,0,0.000000,19-19,11-12,no_counterexample_within_budgets
2056,8,8,,No counterexample,7.031250,211.662,0,0,0.000000,17-17,10-11,no_counterexample_within_budgets
2057,6,6,,No counterexample,13.125000,267.074,0,0,0.000000,7-8,24-24,no_counterexample_within_budgets
2058,2,2,,No counterexample,28.000000,388.500,0,0,0.000000,8-8,23-24,no_counterexample_within_budgets
2059,7,7,,No counterexample,-0.250000,1.035,0,0,0.000000,5-5,22-23,no_counterexample_within_budgets
2060,0,0,,No counterexample,7.921875,131.832,0,0,0.000000,14-15,14-14,no_counterexample_within_budgets
2061,0,0,,No counterexample,-3.031250,1.073,0,0,0.000000,17-17,12-13,no_counterexample_within_budgets
2062,6,6,,No counterexample,-0.500000,1.163,0,0,0.000000,3-3,13-14,no_counterexample_within_budgets
2063,7,7,1,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.554,1,4,4.000000,8-9,24-24,witness_found_greedy_byte
2064,5,5,,No counterexample,5.140625,29.651,0,0,0.000000,12-13,14-15,no_counterexample_within_budgets
2065,8,8,,No counterexample,19.187500,127.311,0,0,0.000000,14-15,13-13,no_counterexample_within_budgets
2066,6,6,,No counterexample,2.484375,187.418,0,0,0.000000,8-9,24-24,no_counterexample_within_budgets
2067,0,0,,No counterexample,-0.093750,1.080,0,0,0.000000,16-17,13-13,no_counterexample_within_budgets
2068,4,9,,No counterexample,1.375000,111.414,0,0,0.000000,10-10,19-20,no_counterexample_within_budgets
2069,3,3,,No counterexample,2.296875,8.922,0,0,0.000000,18-18,10-11,no_counterexample_within_budgets
2070,9,7,,No counterexample,8.343750,238.622,0,0,0.000000,14-15,23-23,no_counterexample_within_budgets
2071,1,1,,No counterexample,3.968750,23.549,0,0,0.000000,13-13,10-11,no_counterexample_within_budgets
2072,3,3,,No counterexample,6.750000,83.436,0,0,0.000000,11-11,6-7,no_counterexample_within_budgets
2073,0,5,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.443,1,4,4.000000,17-18,9-10,witness_found_greedy_byte
2074,4,4,,No counterexample,12.000000,341.882,0,0,0.000000,9-9,15-16,no_counterexample_within_budgets
2075,3,3,,No counterexample,3.250000,379.344,0,0,0.000000,17-18,12-13,no_counterexample_within_budgets
2076,3,3,,No counterexample,13.796875,87.235,0,0,0.000000,17-18,11-11,no_counterexample_within_budgets
2077,5,5,,No counterexample,-1.656250,0.976,0,0,0.000000,15-15,13-14,no_counterexample_within_budgets
2078,5,5,,No counterexample,-1.031250,0.922,0,0,0.000000,10-10,17-18,no_counterexample_within_budgets
2079,6,6,,No counterexample,5.375000,222.613,0,0,0.000000,9-10,24-24,no_counterexample_within_budgets
2080,3,3,,No counterexample,-3.468750,0.769,0,0,0.000000,10-11,14-14,no_counterexample_within_budgets
2081,0,0,,No counterexample,-0.125000,1.084,0,0,0.000000,14-14,13-14,no_counterexample_within_budgets
2082,2,2,,No counterexample,3.375000,148.667,0,0,0.000000,8-9,24-24,no_counterexample_within_budgets
2083,3,3,,No counterexample,0.000000,1.129,0,0,0.000000,15-16,7-7,no_counterexample_within_budgets
2084,4,4,,No counterexample,-2.593750,0.821,0,0,0.000000,14-14,8-9,no_counterexample_within_budgets
2085,2,2,,No counterexample,2.250000,64.362,0,0,0.000000,11-11,6-7,no_counterexample_within_budgets
2086,3,3,9,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.527,1,4,4.000000,10-11,10-10,witness_found_greedy_byte
2087,0,0,,No counterexample,-6.078125,1.072,0,0,0.000000,8-8,14-15,no_counterexample_within_budgets
2088,9,9,,No counterexample,-2.031250,1.154,0,0,0.000000,12-12,0-1,no_counterexample_within_budgets
2089,9,9,,No counterexample,2.000000,8.974,0,0,0.000000,19-20,11-11,no_counterexample_within_budgets
2090,4,4,,No counterexample,-1.750000,1.139,0,0,0.000000,7-8,12-13,no_counterexample_within_budgets
2091,7,7,,No counterexample,4.125000,110.219,0,0,0.000000,9-10,24-25,no_counterexample_within_budgets
2092,2,2,,No counterexample,-1.750000,1.044,0,0,0.000000,11-12,14-14,no_counterexample_within_budgets
2093,3,8,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.549,1,3,3.000000,17-18,10-10,witness_found_greedy_byte
2094,9,4,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.572,1,4,4.000000,12-13,6-7,witness_found_greedy_byte
2095,7,7,2,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.534,1,4,4.000000,20-21,6-7,witness_found_greedy_byte
2096,0,0,,No counterexample,-1.062500,1.182,0,0,0.000000,7-7,23-24,no_counterexample_within_budgets
2097,6,6,,No counterexample,5.375000,208.207,0,0,0.000000,18-18,21-22,no_counterexample_within_budgets
2098,0,2,,No counterexample,4.375000,80.346,0,0,0.000000,15-15,13-14,no_counterexample_within_budgets
2099,9,8,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.562,1,4,4.000000,8-9,8-8,witness_found_greedy_byte
2100,5,5,3,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.544,1,4,4.000000,8-9,15-15,witness_found_greedy_byte
2101,2,2,,No counterexample,7.281250,339.335,0,0,0.000000,12-12,6-7,no_counterexample_within_budgets
2102,8,8,,No counterexample,4.390625,110.183,0,0,0.000000,17-17,4-5,no_counterexample_within_budgets
2103,5,5,,No counterexample,5.000000,127.588,0,0,0.000000,11-11,7-8,no_counterexample_within_budgets
2104,7,7,,No counterexample,5.468750,70.466,0,0,0.000000,8-9,24-24,no_counterexample_within_budgets
2105,3,3,,No counterexample,2.046875,31.819,0,0,0.000000,10-10,15-16,no_counterexample_within_budgets
2106,0,0,,No counterexample,-1.687500,0.788,0,0,0.000000,7-7,24-25,no_counterexample_within_budgets
2107,8,8,0,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.590,1,4,4.000000,12-13,14-14,witness_found_greedy_byte
2108,2,2,,No counterexample,11.625000,384.460,0,0,0.000000,6-7,24-24,no_counterexample_within_budgets
2109,7,3,9,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.558,1,3,3.000000,13-13,5-6,witness_found_greedy_byte
2110,2,2,8,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.540,1,4,4.000000,12-12,6-7,witness_found_greedy_byte
2111,8,8,,No counterexample,-0.453125,0.774,0,0,0.000000,15-16,24-24,no_counterexample_within_budgets
2112,2,2,,No counterexample,0.375000,30.116,0,0,0.000000,18-18,6-7,no_counterexample_within_budgets
2113,3,5,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.348,1,4,4.000000,14-14,7-8,witness_found_greedy_byte
2114,3,5,5,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.566,1,4,4.000000,17-17,8-9,witness_found_greedy_byte
2115,7,7,,No counterexample,2.875000,167.521,0,0,0.000000,9-10,24-24,no_counterexample_within_budgets
2116,6,6,,No counterexample,-0.625000,0.859,0,0,0.000000,6-6,11-12,no_counterexample_within_budgets
2117,4,4,,No counterexample,-0.953125,1.084,0,0,0.000000,9-10,13-14,no_counterexample_within_budgets
2118,5,6,,No counterexample,-0.093750,1.224,0,0,0.000000,18-18,10-11,no_counterexample_within_budgets
2119,8,8,,No counterexample,-0.046875,0.765,0,0,0.000000,12-13,5-6,no_counterexample_within_budgets
2120,4,4,,No counterexample,-0.375000,1.058,0,0,0.000000,6-6,14-15,no_counterexample_within_budgets
2121,8,8,,No counterexample,1.875000,71.203,0,0,0.000000,14-15,21-22,no_counterexample_within_budgets
2122,2,2,,No counterexample,6.250000,167.588,0,0,0.000000,11-12,14-14,no_counterexample_within_budgets
2123,7,7,,No counterexample,2.875000,34.699,0,0,0.000000,13-14,13-13,no_counterexample_within_budgets
2124,4,4,,No counterexample,-1.875000,1.067,0,0,0.000000,10-11,14-14,no_counterexample_within_budgets
2125,8,5,4,Counterexample,-1000000000000000052504760255204420248704468581108159154915854115511802457988908195786371375080447864043704443832883878176942523235360430575644792184786706982848387200926575803737830233794788090059368953234970799945081119038967640880074652742780142494579258788820056842838115669472196386865459400540160.000000,0.553,1,4,4.000000,13-14,5-6,witness_found_greedy_byte
